일별,M001_한식,M002_일식/중식/양식,M003_제과/커피/패스트푸드,M004_기타요식,M005_유흥,M006_백화점,M007_할인점/슈퍼마켓,M008_편의점,M009_기타유통,M010_음/식료품,M011_의복/의류,M012_패션/잡화,M013_스포츠/문화/레저,M014_스포츠/문화/레저용품,M015_숙박,M016_여행,M017_미용서비스,M018_화장품,M019_서비스,M020_인테리어,M021_학원,M022_유아교육,M023_교육용품,M024_병원,M025_약국,M026_기타의료,M027_가전/가구,M028_자동차판매,M029_자동차서비스/용품,M030_주유
2020-05-10,3115 ,735 ,2113 ,3199 ,127 ,737 ,4955 ,5095 ,321 ,1338 ,374 ,111 ,1129 ,367 ,114 ,14 ,340 ,75 ,155 ,55 ,50 ,0 ,106 ,97 ,479 ,8 ,190 ,1 ,202 ,1639 
2020-05-11,3099 ,588 ,1969 ,3008 ,70 ,339 ,5772 ,5722 ,811 ,1398 ,238 ,100 ,854 ,218 ,73 ,9 ,251 ,88 ,1301 ,205 ,133 ,6 ,158 ,1725 ,1808 ,23 ,1213 ,15 ,359 ,1753 
2020-05-12,3239 ,648 ,2003 ,3119 ,76 ,367 ,5575 ,5641 ,319 ,1389 ,239 ,96 ,830 ,218 ,76 ,12 ,229 ,84 ,315 ,149 ,118 ,4 ,148 ,1452 ,1551 ,21 ,248 ,14 ,346 ,1711 
2020-05-13,3566 ,746 ,2208 ,3500 ,76 ,401 ,5953 ,6099 ,337 ,1631 ,307 ,131 ,867 ,283 ,78 ,13 ,300 ,112 ,373 ,165 ,120 ,3 ,165 ,1422 ,1596 ,21 ,256 ,14 ,371 ,1802 
2020-05-14,3588 ,752 ,2233 ,3583 ,76 ,398 ,6207 ,6268 ,282 ,1663 ,315 ,131 ,868 ,385 ,77 ,14 ,301 ,119 ,331 ,163 ,108 ,1 ,171 ,1409 ,1570 ,20 ,259 ,12 ,360 ,1767 
2020-05-15,3791 ,816 ,2194 ,3546 ,99 ,441 ,6009 ,5847 ,284 ,1601 ,260 ,119 ,885 ,304 ,86 ,12 ,330 ,107 ,788 ,141 ,108 ,7 ,137 ,1527 ,1508 ,22 ,575 ,11 ,355 ,1694 
2020-05-16,4303 ,981 ,2664 ,4322 ,124 ,699 ,8100 ,6111 ,293 ,2340 ,609 ,248 ,1314 ,603 ,143 ,13 ,557 ,162 ,401 ,181 ,85 ,1 ,166 ,1143 ,2132 ,19 ,298 ,11 ,415 ,1946 
2020-05-17,3846 ,920 ,2460 ,3953 ,105 ,697 ,7429 ,5885 ,326 ,1809 ,576 ,190 ,1234 ,576 ,128 ,17 ,435 ,96 ,176 ,80 ,46 ,1 ,122 ,113 ,549 ,10 ,239 ,2 ,240 ,1727 
2020-05-18,3432 ,654 ,2017 ,3149 ,64 ,333 ,5865 ,5934 ,582 ,1584 ,297 ,129 ,849 ,262 ,76 ,11 ,303 ,94 ,362 ,175 ,144 ,37 ,150 ,1806 ,1828 ,25 ,271 ,15 ,374 ,1668 
2020-05-19,3707 ,751 ,2209 ,3424 ,71 ,365 ,6385 ,5847 ,322 ,1764 ,336 ,144 ,870 ,285 ,77 ,14 ,300 ,105 ,336 ,172 ,134 ,125 ,168 ,1575 ,1667 ,25 ,270 ,14 ,373 ,1703 
2020-05-20,3888 ,813 ,2337 ,3733 ,71 ,385 ,6460 ,6212 ,531 ,1878 ,388 ,161 ,916 ,317 ,80 ,13 ,351 ,116 ,824 ,196 ,135 ,297 ,231 ,1506 ,1630 ,24 ,611 ,13 ,391 ,1816 
2020-05-21,3916 ,833 ,2349 ,3802 ,71 ,391 ,6360 ,6329 ,302 ,1847 ,390 ,151 ,906 ,341 ,81 ,15 ,349 ,111 ,333 ,187 ,124 ,165 ,171 ,1477 ,1600 ,24 ,275 ,13 ,390 ,1804 
2020-05-22,4150 ,889 ,2454 ,4104 ,81 ,478 ,6673 ,6538 ,248 ,1986 ,403 ,157 ,982 ,342 ,97 ,15 ,390 ,114 ,331 ,281 ,123 ,102 ,171 ,1642 ,1661 ,25 ,284 ,12 ,406 ,1925 
2020-05-23,4496 ,1027 ,2750 ,4689 ,103 ,757 ,8073 ,6598 ,276 ,2403 ,667 ,240 ,1342 ,591 ,160 ,16 ,583 ,130 ,362 ,198 ,95 ,11 ,177 ,1153 ,1967 ,21 ,303 ,10 ,461 ,2051 
2020-05-24,3750 ,900 ,2414 ,3824 ,83 ,731 ,5835 ,5672 ,274 ,1777 ,530 ,158 ,1187 ,484 ,138 ,23 ,435 ,89 ,168 ,74 ,51 ,11 ,129 ,115 ,492 ,6 ,225 ,2 ,234 ,1642 
2020-05-25,3612 ,693 ,2225 ,3425 ,49 ,355 ,6517 ,6146 ,645 ,1784 ,341 ,142 ,912 ,279 ,81 ,15 ,329 ,113 ,1241 ,224 ,173 ,70 ,203 ,1897 ,1972 ,28 ,347 ,16 ,391 ,1777 
2020-05-26,3664 ,742 ,2211 ,3537 ,58 ,377 ,6245 ,6166 ,799 ,1692 ,329 ,134 ,880 ,264 ,80 ,15 ,304 ,107 ,345 ,173 ,161 ,40 ,248 ,1587 ,1649 ,27 ,287 ,13 ,369 ,1722 
2020-05-27,3748 ,799 ,2354 ,3768 ,61 ,413 ,6277 ,6421 ,429 ,1810 ,373 ,141 ,893 ,288 ,79 ,12 ,340 ,114 ,371 ,182 ,160 ,25 ,223 ,1500 ,1605 ,27 ,278 ,13 ,391 ,1810 
2020-05-28,3704 ,789 ,2286 ,3726 ,64 ,391 ,6341 ,6401 ,590 ,1785 ,349 ,136 ,868 ,273 ,84 ,16 ,331 ,115 ,357 ,175 ,143 ,19 ,192 ,1475 ,1582 ,27 ,280 ,12 ,383 ,1796 
2020-05-29,3996 ,874 ,2455 ,4152 ,77 ,495 ,6885 ,6813 ,258 ,1944 ,384 ,148 ,954 ,318 ,97 ,17 ,378 ,121 ,368 ,181 ,152 ,16 ,179 ,1622 ,1624 ,28 ,308 ,12 ,413 ,1985 
2020-05-30,4238 ,981 ,2683 ,4538 ,111 ,766 ,8052 ,6742 ,275 ,2243 ,588 ,207 ,1281 ,516 ,163 ,18 ,548 ,123 ,352 ,179 ,112 ,1 ,176 ,1131 ,1742 ,20 ,285 ,10 ,442 ,2087 
2020-05-31,3590 ,875 ,2416 ,3742 ,93 ,740 ,7245 ,5840 ,279 ,1626 ,484 ,147 ,1150 ,437 ,141 ,22 ,420 ,84 ,180 ,72 ,63 ,1 ,136 ,121 ,470 ,7 ,228 ,2 ,235 ,1765 
2020-06-01,3415 ,651 ,2230 ,3352 ,51 ,368 ,6568 ,6267 ,1093 ,1718 ,333 ,130 ,903 ,257 ,77 ,14 ,312 ,111 ,383 ,187 ,236 ,21 ,218 ,1864 ,2054 ,25 ,407 ,15 ,395 ,1786 
2020-06-02,3419 ,697 ,2184 ,3310 ,58 ,367 ,6229 ,6142 ,628 ,1608 ,284 ,115 ,843 ,231 ,78 ,13 ,278 ,104 ,316 ,163 ,188 ,16 ,251 ,1549 ,1621 ,24 ,299 ,12 ,352 ,1686 
2020-06-03,3524 ,741 ,2327 ,3603 ,59 ,397 ,6443 ,6454 ,406 ,1687 ,341 ,127 ,864 ,254 ,77 ,13 ,323 ,111 ,360 ,168 ,168 ,11 ,217 ,1491 ,1541 ,21 ,294 ,11 ,372 ,1771 
2020-06-04,3540 ,748 ,2219 ,3600 ,62 ,404 ,6460 ,6477 ,318 ,1676 ,349 ,120 ,853 ,252 ,79 ,13 ,325 ,108 ,313 ,167 ,140 ,7 ,191 ,1467 ,1446 ,21 ,287 ,11 ,371 ,1805 
2020-06-05,3897 ,840 ,2439 ,4111 ,81 ,528 ,6810 ,6844 ,707 ,1873 ,394 ,138 ,959 ,305 ,100 ,16 ,382 ,115 ,657 ,183 ,135 ,6 ,193 ,1650 ,1597 ,22 ,335 ,12 ,409 ,2025 
2020-06-06,4090 ,935 ,2591 ,4448 ,116 ,844 ,7996 ,6667 ,310 ,2108 ,592 ,184 ,1328 ,488 ,178 ,18 ,541 ,113 ,252 ,171 ,93 ,0 ,188 ,278 ,794 ,12 ,293 ,7 ,378 ,2039 
2020-06-07,3483 ,835 ,2368 ,3775 ,89 ,798 ,7285 ,5947 ,319 ,1575 ,495 ,135 ,1198 ,419 ,145 ,22 ,405 ,85 ,174 ,67 ,61 ,0 ,175 ,122 ,404 ,8 ,241 ,3 ,246 ,1799 
2020-06-08,3307 ,626 ,2181 ,3369 ,53 ,371 ,6444 ,6527 ,623 ,1655 ,320 ,118 ,868 ,230 ,80 ,18 ,298 ,96 ,388 ,185 ,143 ,6 ,210 ,1944 ,1973 ,25 ,378 ,15 ,396 ,1875 
2020-06-09,3412 ,695 ,2227 ,3550 ,63 ,406 ,6388 ,6664 ,306 ,1641 ,325 ,114 ,836 ,226 ,81 ,17 ,265 ,92 ,326 ,169 ,123 ,6 ,191 ,1571 ,1547 ,21 ,306 ,14 ,378 ,1858 
2020-06-10,3461 ,721 ,2130 ,3483 ,71 ,422 ,5796 ,6522 ,455 ,1537 ,314 ,111 ,829 ,218 ,83 ,18 ,297 ,112 ,1260 ,202 ,112 ,4 ,192 ,1452 ,1382 ,20 ,1287 ,13 ,364 ,1819 
2020-06-11,3530 ,750 ,2311 ,3646 ,70 ,436 ,6466 ,6704 ,697 ,1646 ,360 ,123 ,863 ,237 ,83 ,15 ,311 ,113 ,322 ,162 ,102 ,4 ,180 ,1439 ,1408 ,21 ,314 ,12 ,373 ,1881 
2020-06-12,3832 ,818 ,2364 ,3944 ,93 ,522 ,6607 ,6778 ,263 ,1766 ,380 ,126 ,963 ,262 ,100 ,18 ,344 ,122 ,319 ,167 ,99 ,3 ,170 ,1588 ,1516 ,21 ,309 ,12 ,389 ,1980 
2020-06-13,3999 ,921 ,2625 ,4299 ,137 ,865 ,7900 ,6625 ,275 ,1971 ,575 ,178 ,1289 ,420 ,168 ,16 ,516 ,136 ,337 ,159 ,84 ,0 ,164 ,1151 ,1335 ,17 ,316 ,9 ,417 ,2012 
2020-06-14,3417 ,842 ,2378 ,3656 ,112 ,839 ,5698 ,5948 ,287 ,1564 ,492 ,126 ,1190 ,376 ,145 ,19 ,382 ,80 ,171 ,64 ,47 ,0 ,133 ,112 ,338 ,8 ,238 ,2 ,236 ,1731 
2020-06-15,3379 ,652 ,2193 ,3375 ,65 ,385 ,6570 ,6499 ,318 ,1651 ,321 ,119 ,893 ,228 ,86 ,14 ,279 ,93 ,763 ,189 ,126 ,70 ,182 ,1835 ,1809 ,23 ,606 ,16 ,390 ,1938 
2020-06-16,3474 ,708 ,2219 ,3535 ,72 ,406 ,6221 ,6583 ,245 ,1609 ,314 ,113 ,866 ,225 ,85 ,17 ,253 ,90 ,323 ,165 ,110 ,276 ,174 ,1557 ,1446 ,22 ,305 ,12 ,370 ,1888 
2020-06-17,3540 ,743 ,2222 ,3563 ,76 ,420 ,6298 ,6557 ,271 ,1598 ,313 ,118 ,860 ,227 ,86 ,17 ,292 ,94 ,384 ,160 ,105 ,188 ,175 ,1472 ,1307 ,20 ,300 ,11 ,366 ,1856 
2020-06-18,3504 ,744 ,2168 ,3467 ,79 ,423 ,5956 ,6359 ,591 ,1544 ,303 ,108 ,847 ,213 ,90 ,16 ,278 ,89 ,309 ,150 ,99 ,119 ,159 ,1431 ,1485 ,19 ,278 ,11 ,351 ,1774 
2020-06-19,3854 ,829 ,2422 ,4050 ,94 ,531 ,6707 ,6887 ,233 ,1815 ,359 ,133 ,976 ,280 ,109 ,17 ,340 ,103 ,329 ,166 ,107 ,86 ,168 ,1606 ,1581 ,21 ,306 ,11 ,399 ,2084 
2020-06-20,4051 ,944 ,2646 ,4391 ,138 ,808 ,7723 ,6778 ,247 ,2043 ,512 ,179 ,1320 ,438 ,179 ,18 ,483 ,113 ,342 ,164 ,95 ,9 ,164 ,1080 ,1299 ,17 ,300 ,9 ,426 ,2184 
2020-06-21,3438 ,818 ,2382 ,3748 ,113 ,753 ,6952 ,6101 ,280 ,1516 ,425 ,121 ,1195 ,362 ,154 ,22 ,359 ,78 ,178 ,60 ,56 ,9 ,126 ,112 ,340 ,9 ,237 ,2 ,243 ,1876 
2020-06-22,3308 ,637 ,2212 ,3390 ,60 ,377 ,6357 ,6697 ,495 ,1653 ,274 ,110 ,887 ,210 ,90 ,18 ,270 ,91 ,778 ,284 ,140 ,68 ,224 ,1807 ,1703 ,24 ,642 ,15 ,389 ,1960 
2020-06-23,3464 ,700 ,2235 ,3541 ,72 ,405 ,6330 ,6699 ,383 ,1655 ,286 ,112 ,868 ,217 ,89 ,19 ,248 ,92 ,316 ,159 ,135 ,42 ,164 ,1551 ,1443 ,23 ,300 ,11 ,371 ,1934 
2020-06-24,3305 ,695 ,1960 ,3074 ,81 ,389 ,5263 ,5968 ,372 ,1370 ,214 ,85 ,831 ,165 ,86 ,19 ,251 ,78 ,286 ,125 ,124 ,28 ,136 ,1380 ,1165 ,22 ,270 ,11 ,338 ,1676 
2020-06-25,3478 ,736 ,2163 ,3384 ,86 ,428 ,6025 ,6152 ,502 ,1534 ,274 ,109 ,904 ,208 ,87 ,18 ,284 ,97 ,1139 ,173 ,143 ,22 ,160 ,1418 ,1299 ,26 ,346 ,11 ,348 ,1757 
2020-06-26,3875 ,840 ,2412 ,4026 ,100 ,591 ,6727 ,6813 ,1176 ,1817 ,355 ,134 ,1048 ,281 ,109 ,17 ,352 ,117 ,327 ,160 ,153 ,18 ,164 ,1598 ,1449 ,28 ,310 ,11 ,402 ,2084 
2020-06-27,4075 ,946 ,2631 ,4407 ,150 ,896 ,7863 ,6786 ,307 ,2044 ,514 ,181 ,1409 ,442 ,183 ,21 ,501 ,119 ,322 ,156 ,117 ,1 ,161 ,1084 ,1201 ,17 ,296 ,8 ,421 ,2181 
2020-06-28,3501 ,848 ,2382 ,3788 ,123 ,886 ,5565 ,6246 ,315 ,1611 ,441 ,125 ,1295 ,377 ,161 ,23 ,368 ,85 ,196 ,60 ,71 ,1 ,123 ,112 ,296 ,8 ,223 ,2 ,253 ,1866 
2020-06-29,3269 ,629 ,2007 ,3103 ,69 ,394 ,5991 ,6088 ,426 ,1499 ,240 ,107 ,896 ,192 ,87 ,17 ,262 ,95 ,361 ,157 ,187 ,18 ,158 ,1817 ,1628 ,30 ,283 ,13 ,369 ,1812 
2020-06-30,3442 ,712 ,2101 ,3265 ,81 ,431 ,6003 ,6023 ,922 ,1489 ,252 ,108 ,896 ,208 ,86 ,18 ,249 ,99 ,341 ,144 ,190 ,14 ,159 ,1527 ,1337 ,28 ,289 ,11 ,361 ,1791 
