일별,M001_한식,M002_일식/중식/양식,M003_제과/커피/패스트푸드,M004_기타요식,M005_유흥,M006_백화점,M007_할인점/슈퍼마켓,M008_편의점,M009_기타유통,M010_음/식료품,M011_의복/의류,M012_패션/잡화,M013_스포츠/문화/레저,M014_스포츠/문화/레저용품,M015_숙박,M016_여행,M017_미용서비스,M018_화장품,M019_서비스,M020_인테리어,M021_학원,M022_유아교육,M023_교육용품,M024_병원,M025_약국,M026_기타의료,M027_가전/가구,M028_자동차판매,M029_자동차서비스/용품,M030_주유
2019-07-12,4144 ,781 ,2326 ,4172 ,140 ,652 ,6996 ,6624 ,408 ,1701 ,359 ,147 ,1259 ,263 ,126 ,54 ,360 ,168 ,298 ,134 ,118 ,104 ,167 ,1649 ,1233 ,20 ,274 ,11 ,371 ,2157 
2019-07-13,4311 ,998 ,2639 ,4435 ,210 ,1022 ,7902 ,6501 ,445 ,1727 ,535 ,204 ,1883 ,424 ,215 ,53 ,562 ,183 ,318 ,125 ,103 ,8 ,176 ,1164 ,1007 ,17 ,254 ,5 ,400 ,2200 
2019-07-14,3797 ,916 ,2421 ,3889 ,167 ,1056 ,5672 ,6099 ,478 ,1415 ,458 ,147 ,1726 ,367 ,192 ,56 ,444 ,129 ,180 ,49 ,62 ,7 ,136 ,150 ,262 ,5 ,203 ,0 ,254 ,1906 
2019-07-15,3536 ,657 ,2062 ,3223 ,91 ,184 ,6296 ,6124 ,591 ,1409 ,266 ,119 ,1097 ,202 ,112 ,55 ,299 ,129 ,720 ,141 ,138 ,254 ,161 ,1943 ,1473 ,22 ,604 ,11 ,348 ,1949 
2019-07-16,3666 ,734 ,2200 ,3535 ,103 ,530 ,6455 ,6354 ,532 ,1461 ,297 ,124 ,1095 ,217 ,110 ,48 ,287 ,141 ,298 ,134 ,126 ,192 ,164 ,1655 ,1227 ,22 ,259 ,11 ,349 ,1957 
2019-07-17,3752 ,774 ,2221 ,3654 ,112 ,534 ,6428 ,6463 ,529 ,1466 ,317 ,130 ,1179 ,224 ,110 ,52 ,332 ,147 ,337 ,131 ,119 ,140 ,164 ,1569 ,1162 ,21 ,263 ,10 ,351 ,1978 
2019-07-18,3767 ,799 ,2231 ,3713 ,118 ,541 ,6396 ,6462 ,750 ,1440 ,318 ,131 ,1189 ,220 ,112 ,55 ,333 ,161 ,287 ,126 ,119 ,103 ,161 ,1524 ,1147 ,20 ,258 ,11 ,351 ,1958 
2019-07-19,4069 ,882 ,2380 ,4071 ,148 ,652 ,6758 ,6713 ,454 ,1527 ,340 ,138 ,1374 ,239 ,130 ,51 ,377 ,167 ,295 ,125 ,126 ,81 ,155 ,1630 ,1206 ,20 ,279 ,11 ,363 ,2112 
2019-07-20,4002 ,953 ,2481 ,4004 ,217 ,953 ,7550 ,6055 ,440 ,1556 ,442 ,158 ,1829 ,331 ,202 ,49 ,533 ,171 ,282 ,100 ,98 ,10 ,151 ,1099 ,935 ,17 ,249 ,4 ,352 ,1901 
2019-07-21,3610 ,866 ,2320 ,3617 ,169 ,956 ,7174 ,5482 ,536 ,1268 ,415 ,132 ,1731 ,323 ,182 ,56 ,445 ,125 ,171 ,42 ,60 ,8 ,124 ,155 ,280 ,8 ,204 ,0 ,227 ,1777 
2019-07-22,3819 ,677 ,2215 ,3671 ,92 ,475 ,6704 ,6376 ,758 ,1524 ,302 ,128 ,1238 ,217 ,120 ,51 ,326 ,145 ,636 ,231 ,176 ,74 ,227 ,1933 ,1465 ,22 ,632 ,11 ,377 ,2089 
2019-07-23,3774 ,766 ,2257 ,3702 ,104 ,546 ,6540 ,6519 ,712 ,1412 ,315 ,129 ,1205 ,220 ,120 ,49 ,303 ,138 ,306 ,137 ,163 ,47 ,163 ,1625 ,1194 ,22 ,276 ,11 ,368 ,2077 
2019-07-24,3828 ,784 ,2206 ,3600 ,112 ,539 ,6169 ,6360 ,661 ,1417 ,305 ,121 ,1206 ,217 ,123 ,53 ,331 ,135 ,311 ,132 ,156 ,34 ,158 ,1522 ,1125 ,22 ,266 ,10 ,360 ,2010 
2019-07-25,3787 ,803 ,2168 ,3561 ,121 ,548 ,6235 ,6151 ,729 ,1340 ,297 ,121 ,1186 ,212 ,128 ,53 ,323 ,130 ,1214 ,153 ,154 ,31 ,147 ,1491 ,1114 ,23 ,328 ,9 ,354 ,1943 
2019-07-26,3947 ,841 ,2229 ,3785 ,148 ,618 ,6542 ,6210 ,1002 ,1431 ,311 ,126 ,1300 ,235 ,145 ,54 ,356 ,139 ,286 ,119 ,155 ,23 ,146 ,1564 ,1156 ,23 ,322 ,10 ,365 ,2072 
2019-07-27,4313 ,983 ,2651 ,4393 ,215 ,1022 ,8076 ,6383 ,479 ,1692 ,521 ,186 ,1858 ,399 ,228 ,61 ,558 ,160 ,319 ,125 ,92 ,2 ,153 ,1126 ,993 ,18 ,283 ,6 ,399 ,2232 
2019-07-28,3660 ,860 ,2268 ,3619 ,171 ,968 ,5387 ,5616 ,503 ,1304 ,395 ,119 ,1667 ,317 ,213 ,57 ,401 ,111 ,175 ,40 ,51 ,1 ,109 ,141 ,241 ,8 ,205 ,0 ,223 ,1838 
2019-07-29,3919 ,750 ,2330 ,3787 ,96 ,577 ,7162 ,6440 ,1025 ,1526 ,334 ,147 ,1401 ,264 ,171 ,54 ,334 ,152 ,357 ,155 ,135 ,12 ,164 ,1893 ,1469 ,25 ,281 ,11 ,414 ,2203 
2019-07-30,4032 ,819 ,2329 ,3926 ,113 ,612 ,6787 ,6485 ,558 ,1482 ,331 ,139 ,1389 ,264 ,172 ,55 ,311 ,142 ,330 ,141 ,127 ,8 ,150 ,1583 ,1180 ,25 ,277 ,11 ,400 ,2179 
2019-07-31,4049 ,842 ,2317 ,3844 ,121 ,649 ,6692 ,6219 ,1222 ,1462 ,315 ,134 ,1516 ,262 ,173 ,62 ,342 ,139 ,320 ,130 ,102 ,9 ,144 ,1446 ,1075 ,24 ,290 ,11 ,399 ,2174 
2019-08-01,4179 ,873 ,2410 ,4135 ,126 ,676 ,7039 ,6528 ,650 ,1556 ,364 ,149 ,1590 ,298 ,197 ,60 ,366 ,138 ,322 ,127 ,142 ,25 ,154 ,1441 ,1107 ,22 ,423 ,10 ,407 ,2263 
2019-08-02,4374 ,937 ,2515 ,4438 ,143 ,761 ,7337 ,6822 ,730 ,1646 ,384 ,157 ,1664 ,314 ,205 ,60 ,396 ,143 ,288 ,123 ,116 ,15 ,150 ,1540 ,1172 ,22 ,354 ,9 ,420 ,2384 
2019-08-03,4356 ,968 ,2589 ,4436 ,187 ,981 ,7857 ,6483 ,487 ,1681 ,454 ,167 ,1942 ,373 ,254 ,67 ,496 ,135 ,255 ,103 ,83 ,3 ,128 ,967 ,867 ,17 ,275 ,4 ,384 ,2371 
2019-08-04,3803 ,856 ,2364 ,3882 ,154 ,926 ,7176 ,5898 ,512 ,1337 ,369 ,125 ,1794 ,311 ,230 ,61 ,391 ,108 ,191 ,38 ,55 ,3 ,101 ,143 ,267 ,7 ,213 ,0 ,241 ,2073 
2019-08-05,3914 ,729 ,2331 ,3808 ,94 ,352 ,7001 ,6493 ,1067 ,1512 ,298 ,132 ,1436 ,239 ,176 ,59 ,324 ,133 ,766 ,151 ,243 ,38 ,164 ,1937 ,1468 ,23 ,318 ,11 ,418 ,2210 
2019-08-06,3899 ,765 ,2294 ,3797 ,106 ,603 ,6622 ,6445 ,607 ,1451 ,281 ,122 ,1396 ,228 ,164 ,52 ,290 ,121 ,332 ,134 ,193 ,24 ,147 ,1626 ,1167 ,22 ,279 ,10 ,385 ,2099 
2019-08-07,3966 ,795 ,2297 ,3804 ,112 ,583 ,6741 ,6269 ,566 ,1460 ,294 ,131 ,1400 ,239 ,155 ,53 ,337 ,191 ,358 ,130 ,170 ,18 ,153 ,1560 ,1136 ,23 ,268 ,10 ,398 ,2035 
2019-08-08,3998 ,817 ,2360 ,3929 ,115 ,602 ,6640 ,6501 ,817 ,1457 ,301 ,130 ,1397 ,241 ,159 ,51 ,342 ,180 ,322 ,132 ,147 ,15 ,151 ,1542 ,1136 ,22 ,344 ,10 ,389 ,2135 
2019-08-09,4249 ,887 ,2476 ,4296 ,141 ,701 ,7078 ,6807 ,607 ,1590 ,330 ,145 ,1503 ,264 ,171 ,53 ,380 ,199 ,328 ,135 ,135 ,11 ,152 ,1660 ,1210 ,22 ,293 ,11 ,410 ,2318 
2019-08-10,4409 ,959 ,2657 ,4495 ,202 ,994 ,8044 ,6659 ,466 ,1733 ,432 ,173 ,1975 ,360 ,242 ,53 ,513 ,208 ,321 ,119 ,89 ,1 ,145 ,1101 ,932 ,17 ,270 ,4 ,412 ,2373 
2019-08-11,3989 ,829 ,2383 ,3994 ,165 ,953 ,5551 ,6060 ,825 ,1405 ,355 ,125 ,1814 ,301 ,216 ,50 ,392 ,115 ,191 ,42 ,51 ,1 ,114 ,140 ,236 ,8 ,208 ,1 ,243 ,1962 
2019-08-12,3623 ,666 ,2138 ,3330 ,96 ,451 ,6452 ,5993 ,740 ,1376 ,235 ,117 ,1267 ,193 ,148 ,46 ,307 ,139 ,1167 ,157 ,144 ,11 ,153 ,1841 ,1368 ,23 ,1053 ,11 ,367 ,2018 
2019-08-13,3843 ,765 ,2336 ,3805 ,105 ,558 ,6681 ,6562 ,561 ,1467 ,275 ,128 ,1322 ,217 ,148 ,46 ,297 ,134 ,313 ,135 ,132 ,104 ,156 ,1624 ,1178 ,21 ,272 ,12 ,378 ,2159 
2019-08-14,4112 ,843 ,2443 ,4105 ,142 ,585 ,6571 ,6878 ,523 ,1560 ,283 ,132 ,1466 ,229 ,156 ,56 ,343 ,141 ,329 ,136 ,117 ,71 ,154 ,1595 ,1169 ,22 ,279 ,11 ,392 ,2257 
2019-08-15,3925 ,881 ,2265 ,3725 ,182 ,892 ,6854 ,5588 ,557 ,1408 ,365 ,131 ,1942 ,296 ,219 ,53 ,413 ,113 ,211 ,87 ,49 ,10 ,129 ,203 ,332 ,10 ,216 ,3 ,280 ,1919 
2019-08-16,4159 ,856 ,2446 ,4127 ,139 ,656 ,7027 ,6599 ,805 ,1663 ,323 ,152 ,1613 ,273 ,187 ,50 ,388 ,152 ,754 ,145 ,118 ,167 ,162 ,1884 ,1436 ,24 ,627 ,11 ,423 ,2242 
2019-08-17,4363 ,936 ,2584 ,4401 ,209 ,846 ,7591 ,6453 ,471 ,1749 ,397 ,173 ,1967 ,370 ,239 ,50 ,478 ,147 ,309 ,122 ,85 ,15 ,154 ,1068 ,933 ,17 ,256 ,5 ,393 ,2254 
2019-08-18,3759 ,845 ,2373 ,3834 ,163 ,789 ,6945 ,5964 ,515 ,1355 ,331 ,128 ,1782 ,308 ,208 ,53 ,394 ,115 ,187 ,47 ,48 ,14 ,124 ,147 ,272 ,9 ,193 ,1 ,255 ,1980 
2019-08-19,3705 ,678 ,2235 ,3495 ,91 ,366 ,6434 ,6416 ,623 ,1536 ,229 ,129 ,1263 ,201 ,137 ,49 ,308 ,136 ,348 ,149 ,158 ,169 ,175 ,2050 ,1546 ,23 ,263 ,11 ,392 ,2099 
2019-08-20,3799 ,747 ,2286 ,3706 ,105 ,490 ,6404 ,6569 ,780 ,1538 ,234 ,127 ,1249 ,205 ,131 ,48 ,282 ,127 ,605 ,142 ,148 ,154 ,231 ,1703 ,1236 ,22 ,624 ,11 ,378 ,2080 
2019-08-21,3792 ,757 ,2224 ,3618 ,113 ,487 ,6151 ,6449 ,540 ,1456 ,225 ,123 ,1236 ,200 ,126 ,49 ,314 ,120 ,317 ,129 ,135 ,115 ,176 ,1603 ,1145 ,23 ,264 ,11 ,371 ,2023 
2019-08-22,3816 ,783 ,2284 ,3719 ,113 ,503 ,6380 ,6507 ,525 ,1525 ,245 ,125 ,1250 ,211 ,126 ,49 ,323 ,134 ,307 ,216 ,127 ,83 ,175 ,1549 ,1145 ,22 ,265 ,11 ,374 ,2070 
2019-08-23,4205 ,871 ,2456 ,4192 ,145 ,596 ,6861 ,6890 ,642 ,1694 ,278 ,146 ,1367 ,248 ,143 ,52 ,361 ,164 ,310 ,142 ,128 ,73 ,175 ,1707 ,1274 ,23 ,292 ,11 ,401 ,2303 
2019-08-24,4504 ,993 ,2692 ,4549 ,216 ,848 ,7922 ,6709 ,468 ,1855 ,404 ,189 ,1888 ,382 ,224 ,52 ,524 ,169 ,322 ,139 ,102 ,7 ,184 ,1190 ,1047 ,21 ,259 ,7 ,426 ,2366 
2019-08-25,3917 ,897 ,2506 ,3985 ,168 ,865 ,5641 ,6290 ,546 ,1507 ,348 ,136 ,1757 ,328 ,200 ,53 ,417 ,124 ,191 ,55 ,62 ,7 ,154 ,150 ,265 ,8 ,202 ,1 ,269 ,2052 
2019-08-26,3715 ,679 ,2224 ,3510 ,92 ,446 ,6656 ,6563 ,1328 ,1572 ,223 ,127 ,1232 ,198 ,121 ,55 ,301 ,138 ,1245 ,176 ,176 ,64 ,193 ,2014 ,1535 ,27 ,383 ,11 ,388 ,2097 
2019-08-27,3801 ,741 ,2205 ,3567 ,110 ,459 ,6351 ,6405 ,684 ,1532 ,227 ,120 ,1190 ,199 ,115 ,50 ,279 ,133 ,296 ,133 ,160 ,43 ,183 ,1685 ,1222 ,25 ,262 ,11 ,368 ,1977 
2019-08-28,3911 ,779 ,2275 ,3742 ,115 ,494 ,6197 ,6685 ,611 ,1586 ,247 ,128 ,1261 ,209 ,117 ,51 ,323 ,146 ,332 ,141 ,158 ,30 ,191 ,1602 ,1171 ,25 ,267 ,11 ,373 ,2043 
2019-08-29,3796 ,761 ,2170 ,3543 ,120 ,487 ,6244 ,6494 ,864 ,1526 ,247 ,121 ,1154 ,206 ,117 ,48 ,316 ,138 ,293 ,134 ,144 ,22 ,181 ,1523 ,1134 ,25 ,276 ,9 ,362 ,2053 
2019-08-30,4238 ,864 ,2424 ,4171 ,152 ,607 ,7004 ,6922 ,492 ,1734 ,300 ,142 ,1319 ,256 ,133 ,49 ,375 ,164 ,355 ,149 ,162 ,23 ,184 ,1694 ,1277 ,26 ,292 ,11 ,410 ,2515 
2019-08-31,4570 ,1015 ,2766 ,4687 ,211 ,928 ,8104 ,6964 ,502 ,1939 ,461 ,193 ,1832 ,413 ,215 ,50 ,559 ,161 ,348 ,151 ,123 ,4 ,191 ,1197 ,1064 ,19 ,268 ,7 ,445 ,3810 
2019-09-01,3799 ,882 ,2407 ,3850 ,168 ,883 ,7317 ,6179 ,570 ,1446 ,382 ,140 ,1632 ,340 ,177 ,54 ,448 ,123 ,199 ,62 ,83 ,5 ,156 ,162 ,305 ,11 ,205 ,2 ,257 ,1799 
2019-09-02,3689 ,669 ,2141 ,3467 ,94 ,437 ,6536 ,6562 ,1576 ,1582 ,224 ,121 ,1209 ,187 ,96 ,50 ,302 ,124 ,360 ,142 ,259 ,68 ,226 ,1992 ,1548 ,24 ,411 ,11 ,377 ,1752 
2019-09-03,3793 ,724 ,2165 ,3590 ,106 ,477 ,6478 ,6559 ,676 ,1601 ,239 ,113 ,1149 ,189 ,93 ,44 ,273 ,133 ,323 ,137 ,203 ,36 ,216 ,1676 ,1259 ,21 ,363 ,10 ,357 ,1751 
2019-09-04,3714 ,730 ,2046 ,3442 ,115 ,490 ,6196 ,6259 ,618 ,1483 ,226 ,105 ,1129 ,177 ,93 ,47 ,316 ,122 ,319 ,123 ,160 ,23 ,196 ,1546 ,1130 ,21 ,292 ,9 ,350 ,1712 
2019-09-05,3712 ,729 ,2084 ,3489 ,114 ,510 ,6308 ,6388 ,953 ,1498 ,241 ,105 ,1083 ,173 ,95 ,47 ,310 ,132 ,685 ,124 ,145 ,16 ,203 ,1486 ,1116 ,21 ,344 ,10 ,343 ,1797 
2019-09-06,3996 ,817 ,2347 ,3974 ,149 ,626 ,6958 ,6804 ,795 ,1745 ,296 ,129 ,1235 ,215 ,104 ,45 ,384 ,148 ,365 ,142 ,144 ,12 ,191 ,1714 ,1315 ,22 ,301 ,11 ,369 ,1991 
2019-09-07,3389 ,744 ,2163 ,3179 ,204 ,795 ,7077 ,5787 ,427 ,1434 ,294 ,111 ,1471 ,234 ,150 ,36 ,525 ,115 ,320 ,99 ,96 ,1 ,126 ,1118 ,945 ,17 ,232 ,3 ,293 ,1536 
2019-09-08,3752 ,900 ,2489 ,3798 ,167 ,1135 ,6203 ,6138 ,543 ,1644 ,494 ,149 ,1675 ,372 ,147 ,50 ,539 ,127 ,295 ,66 ,70 ,1 ,170 ,163 ,300 ,8 ,223 ,0 ,247 ,1826 
2019-09-09,3718 ,699 ,2153 ,3527 ,100 ,532 ,7020 ,6580 ,429 ,1832 ,258 ,123 ,1124 ,197 ,86 ,38 ,378 ,132 ,456 ,144 ,144 ,11 ,221 ,2064 ,1650 ,24 ,408 ,11 ,379 ,2013 
2019-09-10,3817 ,756 ,2130 ,3638 ,118 ,596 ,6967 ,6479 ,445 ,1948 ,262 ,117 ,1093 ,208 ,87 ,46 ,380 ,129 ,1188 ,157 ,125 ,8 ,204 ,1732 ,1353 ,22 ,1157 ,11 ,382 ,2082 
2019-09-11,4230 ,892 ,2573 ,4385 ,156 ,783 ,9212 ,6913 ,613 ,2992 ,364 ,164 ,1506 ,297 ,102 ,58 ,528 ,157 ,323 ,135 ,125 ,7 ,201 ,1973 ,1719 ,26 ,335 ,11 ,456 ,2616 
2019-09-12,2638 ,583 ,2221 ,3324 ,194 ,429 ,9615 ,5675 ,360 ,3131 ,380 ,113 ,1685 ,299 ,160 ,58 ,386 ,97 ,125 ,51 ,37 ,0 ,98 ,235 ,563 ,8 ,193 ,0 ,184 ,2188 
2019-09-13,1558 ,345 ,1958 ,2868 ,151 ,91 ,4503 ,6188 ,300 ,1118 ,196 ,49 ,1561 ,197 ,167 ,41 ,108 ,45 ,105 ,15 ,17 ,0 ,40 ,106 ,203 ,7 ,114 ,0 ,137 ,1947 
2019-09-14,2968 ,727 ,2251 ,3798 ,207 ,945 ,6078 ,5748 ,463 ,1142 ,445 ,134 ,1957 ,349 ,205 ,49 ,288 ,101 ,153 ,33 ,37 ,0 ,105 ,198 ,435 ,8 ,199 ,1 ,188 ,1877 
2019-09-15,3244 ,837 ,2363 ,3686 ,167 ,913 ,6189 ,5880 ,578 ,1007 ,414 ,139 ,1737 ,326 ,161 ,52 ,411 ,118 ,172 ,42 ,47 ,0 ,135 ,182 ,368 ,8 ,209 ,1 ,237 ,1882 
2019-09-16,3604 ,697 ,2222 ,3567 ,92 ,465 ,6193 ,6634 ,623 ,1287 ,268 ,138 ,1200 ,222 ,90 ,51 ,361 ,151 ,468 ,158 ,156 ,6 ,221 ,2373 ,1926 ,26 ,676 ,11 ,439 ,2088 
2019-09-17,3711 ,740 ,2217 ,3696 ,97 ,456 ,6003 ,6712 ,562 ,1373 ,265 ,130 ,1061 ,212 ,93 ,49 ,295 ,147 ,765 ,144 ,137 ,160 ,201 ,1858 ,1456 ,22 ,332 ,11 ,395 ,2022 
2019-09-18,3835 ,767 ,2227 ,3771 ,106 ,472 ,6004 ,6700 ,806 ,1412 ,284 ,133 ,1065 ,215 ,94 ,49 ,323 ,149 ,370 ,141 ,130 ,272 ,199 ,1739 ,1378 ,23 ,306 ,11 ,389 ,1972 
2019-09-19,3879 ,786 ,2250 ,3834 ,109 ,488 ,5985 ,6721 ,514 ,1446 ,300 ,129 ,1060 ,220 ,99 ,49 ,313 ,168 ,334 ,144 ,118 ,201 ,194 ,1696 ,1388 ,22 ,304 ,11 ,378 ,1968 
2019-09-20,4160 ,876 ,2423 ,4142 ,146 ,589 ,6270 ,6841 ,727 ,1525 ,339 ,146 ,1203 ,266 ,111 ,49 ,353 ,174 ,652 ,152 ,124 ,149 ,239 ,1814 ,1454 ,24 ,656 ,11 ,396 ,2061 
2019-09-21,4123 ,992 ,2563 ,4161 ,221 ,950 ,7044 ,6247 ,463 ,1462 ,473 ,166 ,1650 ,381 ,180 ,52 ,528 ,164 ,329 ,119 ,102 ,18 ,163 ,1295 ,1145 ,22 ,264 ,4 ,409 ,1932 
2019-09-22,3093 ,790 ,2157 ,3092 ,162 ,914 ,4716 ,5315 ,518 ,1041 ,365 ,99 ,1393 ,268 ,145 ,36 ,408 ,90 ,166 ,34 ,57 ,14 ,111 ,151 ,256 ,10 ,186 ,0 ,194 ,1385 
2019-09-23,3745 ,684 ,2240 ,3562 ,89 ,456 ,6487 ,6537 ,692 ,1487 ,287 ,124 ,1045 ,224 ,88 ,52 ,290 ,128 ,382 ,233 ,143 ,117 ,202 ,2100 ,1668 ,25 ,309 ,12 ,389 ,2001 
2019-09-24,3904 ,761 ,2269 ,3799 ,108 ,480 ,6237 ,6701 ,589 ,1493 ,299 ,124 ,1029 ,224 ,95 ,45 ,270 ,125 ,344 ,146 ,142 ,68 ,192 ,1758 ,1359 ,23 ,306 ,11 ,379 ,1992 
2019-09-25,3993 ,805 ,2329 ,3892 ,110 ,509 ,6064 ,6831 ,544 ,1522 ,308 ,130 ,1106 ,234 ,99 ,47 ,314 ,133 ,1283 ,172 ,154 ,55 ,191 ,1664 ,1292 ,27 ,371 ,11 ,385 ,1987 
2019-09-26,3977 ,812 ,2287 ,3941 ,114 ,497 ,6234 ,6955 ,1037 ,1524 ,307 ,125 ,1058 ,233 ,102 ,50 ,321 ,130 ,355 ,144 ,148 ,36 ,187 ,1619 ,1286 ,28 ,336 ,10 ,380 ,2007 
2019-09-27,4209 ,887 ,2437 ,4246 ,149 ,608 ,6471 ,7118 ,348 ,1589 ,326 ,142 ,1213 ,258 ,119 ,48 ,375 ,140 ,343 ,143 ,162 ,26 ,180 ,1757 ,1360 ,28 ,295 ,10 ,399 ,2143 
2019-09-28,4416 ,1031 ,2760 ,4674 ,224 ,941 ,7453 ,7100 ,267 ,1708 ,512 ,192 ,1737 ,425 ,193 ,51 ,580 ,144 ,361 ,141 ,123 ,4 ,183 ,1260 ,1116 ,22 ,276 ,7 ,441 ,2270 
2019-09-29,3834 ,923 ,2488 ,3986 ,174 ,910 ,6894 ,6408 ,254 ,1364 ,438 ,137 ,1595 ,374 ,169 ,57 ,460 ,109 ,210 ,60 ,72 ,4 ,139 ,164 ,316 ,8 ,216 ,0 ,275 ,1996 
2019-09-30,3816 ,716 ,2255 ,3696 ,98 ,448 ,6283 ,6880 ,957 ,1520 ,254 ,124 ,1096 ,209 ,94 ,47 ,311 ,141 ,430 ,155 ,209 ,31 ,194 ,2103 ,1640 ,30 ,343 ,11 ,392 ,2088 
2019-10-01,3904 ,784 ,2298 ,3821 ,114 ,468 ,6093 ,6955 ,315 ,1479 ,256 ,116 ,1113 ,206 ,94 ,48 ,293 ,119 ,358 ,134 ,229 ,70 ,189 ,1781 ,1338 ,23 ,414 ,10 ,375 ,1979 
2019-10-02,3851 ,788 ,2109 ,3628 ,146 ,491 ,5645 ,6371 ,510 ,1334 ,213 ,97 ,1209 ,159 ,103 ,44 ,300 ,99 ,308 ,112 ,179 ,39 ,153 ,1675 ,1195 ,23 ,294 ,10 ,341 ,1755 
2019-10-03,4109 ,977 ,2557 ,4185 ,178 ,952 ,7210 ,6198 ,305 ,1534 ,512 ,167 ,1899 ,386 ,168 ,61 ,503 ,136 ,239 ,120 ,75 ,4 ,169 ,254 ,434 ,11 ,238 ,4 ,321 ,1895 
2019-10-04,4331 ,910 ,2535 ,4420 ,143 ,665 ,6864 ,7114 ,328 ,1692 ,369 ,157 ,1619 ,302 ,155 ,47 ,430 ,152 ,398 ,163 ,178 ,23 ,197 ,2167 ,1683 ,29 ,304 ,11 ,448 ,2225 
2019-10-05,4403 ,989 ,2680 ,4505 ,218 ,881 ,7237 ,6667 ,289 ,1737 ,485 ,175 ,1851 ,404 ,208 ,50 ,519 ,147 ,346 ,138 ,114 ,1 ,166 ,1220 ,1079 ,23 ,267 ,4 ,408 ,2184 
2019-10-06,3821 ,897 ,2421 ,3884 ,172 ,866 ,6684 ,6068 ,280 ,1359 ,419 ,131 ,1644 ,360 ,167 ,56 ,433 ,113 ,207 ,60 ,64 ,1 ,131 ,162 ,316 ,8 ,210 ,1 ,262 ,1935 
2019-10-07,3638 ,655 ,2014 ,3194 ,90 ,338 ,5789 ,6065 ,960 ,1358 ,223 ,99 ,1019 ,183 ,100 ,48 ,276 ,107 ,739 ,131 ,185 ,18 ,182 ,2064 ,1576 ,23 ,329 ,11 ,359 ,1861 
2019-10-08,4209 ,820 ,2352 ,4049 ,137 ,519 ,6426 ,6741 ,272 ,1575 ,312 ,125 ,1243 ,247 ,111 ,53 ,293 ,131 ,363 ,154 ,165 ,12 ,187 ,1915 ,1459 ,26 ,427 ,11 ,399 ,2073 
2019-10-09,4275 ,985 ,2485 ,4119 ,174 ,905 ,6508 ,6115 ,338 ,1533 ,520 ,154 ,1734 ,408 ,151 ,59 ,467 ,132 ,288 ,139 ,64 ,1 ,173 ,285 ,464 ,10 ,227 ,4 ,336 ,1992 
2019-10-10,3927 ,759 ,2257 ,3746 ,99 ,479 ,6280 ,6622 ,399 ,1532 ,311 ,122 ,1056 ,235 ,104 ,50 ,316 ,160 ,1244 ,184 ,146 ,11 ,200 ,1925 ,1581 ,25 ,1138 ,11 ,386 ,1980 
2019-10-11,4244 ,880 ,2442 ,4258 ,142 ,606 ,6542 ,6989 ,594 ,1629 ,335 ,141 ,1234 ,265 ,117 ,48 ,373 ,170 ,353 ,152 ,126 ,8 ,183 ,1852 ,1446 ,23 ,304 ,11 ,405 ,2144 
2019-10-12,4460 ,1013 ,2725 ,4562 ,215 ,933 ,7496 ,6703 ,296 ,1755 ,507 ,182 ,1707 ,416 ,188 ,50 ,542 ,188 ,361 ,143 ,87 ,0 ,176 ,1296 ,1139 ,26 ,268 ,7 ,427 ,2241 
2019-10-13,3905 ,924 ,2492 ,3977 ,173 ,944 ,5453 ,6316 ,301 ,1446 ,454 ,135 ,1553 ,390 ,165 ,58 ,449 ,116 ,205 ,61 ,54 ,0 ,143 ,162 ,296 ,8 ,212 ,1 ,267 ,1946 
2019-10-14,3842 ,686 ,2188 ,3541 ,89 ,341 ,6468 ,6508 ,303 ,1554 ,277 ,119 ,1025 ,217 ,98 ,53 ,307 ,121 ,391 ,158 ,139 ,7 ,194 ,2157 ,1688 ,28 ,306 ,13 ,391 ,2007 
2019-10-15,3952 ,766 ,2248 ,3768 ,103 ,503 ,6273 ,6591 ,321 ,1540 ,292 ,115 ,1000 ,228 ,98 ,48 ,283 ,122 ,797 ,149 ,124 ,134 ,191 ,1798 ,1376 ,27 ,681 ,11 ,380 ,1978 
2019-10-16,4012 ,792 ,2254 ,3843 ,109 ,541 ,6429 ,6671 ,286 ,1545 ,303 ,121 ,1020 ,235 ,100 ,51 ,322 ,126 ,383 ,151 ,116 ,91 ,194 ,1698 ,1293 ,26 ,306 ,11 ,379 ,1997 
2019-10-17,4022 ,801 ,2274 ,3857 ,112 ,522 ,6321 ,6708 ,540 ,1554 ,309 ,122 ,1044 ,243 ,104 ,51 ,323 ,128 ,361 ,148 ,100 ,240 ,191 ,1666 ,1308 ,24 ,301 ,11 ,375 ,1984 
2019-10-18,4246 ,879 ,2400 ,4179 ,148 ,588 ,6511 ,6828 ,242 ,1639 ,326 ,131 ,1223 ,265 ,120 ,48 ,376 ,139 ,342 ,142 ,109 ,189 ,181 ,1806 ,1370 ,24 ,301 ,10 ,392 ,2100 
2019-10-19,4566 ,1047 ,2737 ,4682 ,219 ,901 ,7545 ,6864 ,274 ,1835 ,512 ,185 ,1717 ,452 ,199 ,51 ,569 ,157 ,370 ,147 ,86 ,21 ,185 ,1322 ,1125 ,27 ,272 ,7 ,452 ,2294 
2019-10-20,3891 ,942 ,2444 ,3970 ,169 ,882 ,6866 ,6177 ,288 ,1399 ,433 ,131 ,1545 ,395 ,171 ,57 ,472 ,120 ,220 ,60 ,55 ,18 ,140 ,174 ,316 ,14 ,223 ,1 ,269 ,1974 
