일별,성별,연령대별,업종,카드이용건수(천건),Unnamed: 5,Unnamed: 6,Unnamed: 7
20190516,M,40대,M004_기타요식,433.4,,,
20190516,M,50대,M004_기타요식,288.7,,,
20190516,M,60대,M004_기타요식,88.8,,,
20190516,M,70대,M004_기타요식,21.7,,,
20190517,F,20대,M004_기타요식,747.2,,,
20190517,F,30대,M004_기타요식,477.8,,,
20190517,F,40대,M004_기타요식,464.1,,,
20190517,F,50대,M004_기타요식,267.3,,,
20190517,F,60대,M004_기타요식,67.4,,,
20190517,F,70대,M004_기타요식,15.7,,,
20190517,M,20대,M004_기타요식,629.2,,,
20190517,M,30대,M004_기타요식,564.1,,,
20190517,M,40대,M004_기타요식,488.3,,,
20190517,M,50대,M004_기타요식,315.1,,,
20190517,M,60대,M004_기타요식,94.5,,,
20190517,M,70대,M004_기타요식,23.0,,,
20190518,F,20대,M004_기타요식,713.2,,,
20190518,F,30대,M004_기타요식,490.7,,,
20190518,F,40대,M004_기타요식,492.4,,,
20190518,F,50대,M004_기타요식,277.7,,,
20190518,F,60대,M004_기타요식,70.2,,,
20190518,F,70대,M004_기타요식,15.3,,,
20190518,M,20대,M004_기타요식,671.7,,,
20190518,M,30대,M004_기타요식,636.7,,,
20190518,M,40대,M004_기타요식,551.7,,,
20190518,M,50대,M004_기타요식,338.9,,,
20190518,M,60대,M004_기타요식,98.9,,,
20190518,M,70대,M004_기타요식,23.5,,,
20190519,F,20대,M004_기타요식,552.8,,,
20190519,F,30대,M004_기타요식,354.0,,,
20190519,F,40대,M004_기타요식,354.8,,,
20190519,F,50대,M004_기타요식,218.6,,,
20190519,F,60대,M004_기타요식,55.3,,,
20190519,F,70대,M004_기타요식,12.6,,,
20190519,M,20대,M004_기타요식,574.4,,,
20190519,M,30대,M004_기타요식,506.0,,,
20190519,M,40대,M004_기타요식,414.3,,,
20190519,M,50대,M004_기타요식,269.1,,,
20190519,M,60대,M004_기타요식,78.5,,,
20190519,M,70대,M004_기타요식,18.4,,,
20190520,F,20대,M004_기타요식,660.5,,,
20190520,F,30대,M004_기타요식,384.7,,,
20190520,F,40대,M004_기타요식,357.1,,,
20190520,F,50대,M004_기타요식,225.6,,,
20190520,F,60대,M004_기타요식,59.9,,,
20190520,F,70대,M004_기타요식,14.6,,,
20190520,M,20대,M004_기타요식,553.5,,,
20190520,M,30대,M004_기타요식,452.0,,,
20190520,M,40대,M004_기타요식,368.9,,,
20190520,M,50대,M004_기타요식,254.9,,,
20190520,M,60대,M004_기타요식,79.4,,,
20190520,M,70대,M004_기타요식,20.9,,,
20190521,F,20대,M004_기타요식,705.1,,,
20190521,F,30대,M004_기타요식,421.2,,,
20190521,F,40대,M004_기타요식,394.8,,,
20190521,F,50대,M004_기타요식,248.3,,,
20190521,F,60대,M004_기타요식,64.3,,,
20190521,F,70대,M004_기타요식,14.8,,,
20190521,M,20대,M004_기타요식,570.8,,,
20190521,M,30대,M004_기타요식,490.4,,,
20190521,M,40대,M004_기타요식,412.2,,,
20190521,M,50대,M004_기타요식,280.6,,,
20190521,M,60대,M004_기타요식,88.5,,,
20190521,M,70대,M004_기타요식,22.1,,,
20190522,F,20대,M004_기타요식,706.3,,,
20190522,F,30대,M004_기타요식,434.2,,,
20190522,F,40대,M004_기타요식,411.1,,,
20190522,F,50대,M004_기타요식,253.4,,,
20190522,F,60대,M004_기타요식,63.5,,,
20190522,F,70대,M004_기타요식,15.0,,,
20190522,M,20대,M004_기타요식,580.3,,,
20190522,M,30대,M004_기타요식,502.0,,,
20190522,M,40대,M004_기타요식,426.5,,,
20190522,M,50대,M004_기타요식,285.7,,,
20190522,M,60대,M004_기타요식,87.9,,,
20190522,M,70대,M004_기타요식,22.0,,,
20190523,F,20대,M004_기타요식,724.5,,,
20190523,F,30대,M004_기타요식,446.0,,,
20190523,F,40대,M004_기타요식,422.5,,,
20190523,F,50대,M004_기타요식,260.5,,,
20190523,F,60대,M004_기타요식,65.8,,,
20190523,F,70대,M004_기타요식,15.5,,,
20190523,M,20대,M004_기타요식,586.2,,,
20190523,M,30대,M004_기타요식,512.6,,,
20190523,M,40대,M004_기타요식,436.9,,,
20190523,M,50대,M004_기타요식,294.1,,,
20190523,M,60대,M004_기타요식,89.4,,,
20190523,M,70대,M004_기타요식,22.9,,,
20190524,F,20대,M004_기타요식,758.1,,,
20190524,F,30대,M004_기타요식,503.9,,,
20190524,F,40대,M004_기타요식,481.8,,,
20190524,F,50대,M004_기타요식,280.0,,,
20190524,F,60대,M004_기타요식,69.5,,,
20190524,F,70대,M004_기타요식,16.2,,,
20190524,M,20대,M004_기타요식,639.4,,,
20190524,M,30대,M004_기타요식,585.7,,,
20190524,M,40대,M004_기타요식,508.3,,,
20190524,M,50대,M004_기타요식,324.0,,,
20190524,M,60대,M004_기타요식,96.1,,,
20190524,M,70대,M004_기타요식,23.7,,,
20190525,F,20대,M004_기타요식,755.1,,,
20190525,F,30대,M004_기타요식,532.8,,,
20190525,F,40대,M004_기타요식,530.7,,,
20190525,F,50대,M004_기타요식,293.0,,,
20190525,F,60대,M004_기타요식,73.9,,,
20190525,F,70대,M004_기타요식,17.0,,,
20190525,M,20대,M004_기타요식,700.8,,,
20190525,M,30대,M004_기타요식,680.9,,,
20190525,M,40대,M004_기타요식,587.9,,,
20190525,M,50대,M004_기타요식,356.0,,,
20190525,M,60대,M004_기타요식,105.6,,,
20190525,M,70대,M004_기타요식,25.5,,,
20190526,F,20대,M004_기타요식,659.2,,,
20190526,F,30대,M004_기타요식,457.0,,,
20190526,F,40대,M004_기타요식,432.4,,,
20190526,F,50대,M004_기타요식,253.5,,,
20190526,F,60대,M004_기타요식,64.6,,,
20190526,F,70대,M004_기타요식,14.6,,,
20190526,M,20대,M004_기타요식,651.0,,,
20190526,M,30대,M004_기타요식,611.7,,,
20190526,M,40대,M004_기타요식,502.0,,,
20190526,M,50대,M004_기타요식,303.9,,,
20190526,M,60대,M004_기타요식,90.6,,,
20190526,M,70대,M004_기타요식,21.5,,,
20190527,F,20대,M004_기타요식,574.9,,,
20190527,F,30대,M004_기타요식,334.4,,,
20190527,F,40대,M004_기타요식,322.0,,,
20190527,F,50대,M004_기타요식,207.8,,,
20190527,F,60대,M004_기타요식,53.0,,,
20190527,F,70대,M004_기타요식,12.9,,,
20190527,M,20대,M004_기타요식,505.8,,,
20190527,M,30대,M004_기타요식,416.8,,,
20190527,M,40대,M004_기타요식,343.2,,,
20190527,M,50대,M004_기타요식,242.3,,,
20190527,M,60대,M004_기타요식,76.4,,,
20190527,M,70대,M004_기타요식,18.5,,,
20190528,F,20대,M004_기타요식,711.6,,,
20190528,F,30대,M004_기타요식,439.0,,,
20190528,F,40대,M004_기타요식,405.7,,,
20190528,F,50대,M004_기타요식,253.9,,,
20190528,F,60대,M004_기타요식,66.4,,,
20190528,F,70대,M004_기타요식,16.2,,,
20190528,M,20대,M004_기타요식,567.8,,,
20190528,M,30대,M004_기타요식,495.6,,,
20190528,M,40대,M004_기타요식,417.0,,,
20190528,M,50대,M004_기타요식,282.4,,,
20190528,M,60대,M004_기타요식,86.9,,,
20190528,M,70대,M004_기타요식,23.1,,,
20190529,F,20대,M004_기타요식,723.5,,,
20190529,F,30대,M004_기타요식,448.1,,,
20190529,F,40대,M004_기타요식,421.9,,,
20190529,F,50대,M004_기타요식,259.0,,,
20190529,F,60대,M004_기타요식,65.9,,,
20190529,F,70대,M004_기타요식,15.8,,,
20190529,M,20대,M004_기타요식,580.0,,,
20190529,M,30대,M004_기타요식,508.7,,,
20190529,M,40대,M004_기타요식,429.2,,,
20190529,M,50대,M004_기타요식,289.9,,,
20190529,M,60대,M004_기타요식,90.1,,,
20190529,M,70대,M004_기타요식,23.1,,,
20190530,F,20대,M004_기타요식,695.5,,,
20190530,F,30대,M004_기타요식,440.7,,,
20190530,F,40대,M004_기타요식,416.6,,,
20190530,F,50대,M004_기타요식,255.9,,,
20190530,F,60대,M004_기타요식,64.6,,,
20190530,F,70대,M004_기타요식,15.1,,,
20190530,M,20대,M004_기타요식,574.3,,,
20190530,M,30대,M004_기타요식,503.8,,,
20190530,M,40대,M004_기타요식,427.3,,,
20190530,M,50대,M004_기타요식,287.3,,,
20190530,M,60대,M004_기타요식,88.0,,,
20190530,M,70대,M004_기타요식,22.3,,,
20190531,F,20대,M004_기타요식,729.9,,,
20190531,F,30대,M004_기타요식,495.2,,,
20190531,F,40대,M004_기타요식,472.3,,,
20190531,F,50대,M004_기타요식,275.0,,,
20190531,F,60대,M004_기타요식,69.3,,,
20190531,F,70대,M004_기타요식,15.9,,,
20190531,M,20대,M004_기타요식,621.1,,,
20190531,M,30대,M004_기타요식,573.1,,,
20190531,M,40대,M004_기타요식,492.7,,,
20190531,M,50대,M004_기타요식,320.6,,,
20190531,M,60대,M004_기타요식,95.4,,,
20190531,M,70대,M004_기타요식,23.1,,,
20190601,F,20대,M004_기타요식,745.7,,,
20190601,F,30대,M004_기타요식,514.8,,,
20190601,F,40대,M004_기타요식,518.4,,,
20190601,F,50대,M004_기타요식,287.7,,,
20190601,F,60대,M004_기타요식,71.8,,,
20190601,F,70대,M004_기타요식,16.9,,,
20190601,M,20대,M004_기타요식,689.8,,,
20190601,M,30대,M004_기타요식,658.4,,,
20190601,M,40대,M004_기타요식,567.4,,,
20190601,M,50대,M004_기타요식,349.3,,,
20190601,M,60대,M004_기타요식,101.6,,,
20190601,M,70대,M004_기타요식,24.5,,,
20190602,F,20대,M004_기타요식,641.3,,,
20190602,F,30대,M004_기타요식,426.3,,,
20190602,F,40대,M004_기타요식,412.8,,,
20190602,F,50대,M004_기타요식,243.8,,,
20190602,F,60대,M004_기타요식,63.5,,,
20190602,F,70대,M004_기타요식,14.6,,,
20190602,M,20대,M004_기타요식,637.5,,,
20190602,M,30대,M004_기타요식,578.9,,,
20190602,M,40대,M004_기타요식,472.8,,,
20190602,M,50대,M004_기타요식,295.8,,,
20190602,M,60대,M004_기타요식,88.4,,,
20190602,M,70대,M004_기타요식,20.5,,,
20190603,F,20대,M004_기타요식,677.8,,,
20190603,F,30대,M004_기타요식,398.5,,,
20190603,F,40대,M004_기타요식,368.1,,,
20190603,F,50대,M004_기타요식,233.2,,,
20190603,F,60대,M004_기타요식,59.2,,,
20190603,F,70대,M004_기타요식,13.9,,,
20190603,M,20대,M004_기타요식,570.6,,,
20190603,M,30대,M004_기타요식,465.1,,,
20190603,M,40대,M004_기타요식,383.7,,,
20190603,M,50대,M004_기타요식,263.8,,,
20190603,M,60대,M004_기타요식,80.8,,,
20190603,M,70대,M004_기타요식,21.3,,,
20190604,F,20대,M004_기타요식,710.3,,,
20190604,F,30대,M004_기타요식,427.1,,,
20190604,F,40대,M004_기타요식,410.9,,,
20190604,F,50대,M004_기타요식,257.3,,,
20190604,F,60대,M004_기타요식,64.4,,,
20190604,F,70대,M004_기타요식,15.8,,,
20190604,M,20대,M004_기타요식,582.3,,,
20190604,M,30대,M004_기타요식,488.2,,,
20190604,M,40대,M004_기타요식,421.9,,,
20190604,M,50대,M004_기타요식,291.0,,,
20190604,M,60대,M004_기타요식,88.1,,,
20190604,M,70대,M004_기타요식,22.9,,,
20190605,F,20대,M004_기타요식,744.9,,,
20190605,F,30대,M004_기타요식,468.6,,,
20190605,F,40대,M004_기타요식,454.4,,,
20190605,F,50대,M004_기타요식,270.1,,,
20190605,F,60대,M004_기타요식,68.5,,,
20190605,F,70대,M004_기타요식,16.0,,,
20190605,M,20대,M004_기타요식,628.1,,,
20190605,M,30대,M004_기타요식,549.3,,,
20190605,M,40대,M004_기타요식,479.7,,,
20190605,M,50대,M004_기타요식,313.5,,,
20190605,M,60대,M004_기타요식,93.1,,,
20190605,M,70대,M004_기타요식,22.4,,,
20190606,F,20대,M004_기타요식,644.0,,,
20190606,F,30대,M004_기타요식,423.8,,,
20190606,F,40대,M004_기타요식,440.4,,,
20190606,F,50대,M004_기타요식,253.9,,,
20190606,F,60대,M004_기타요식,64.3,,,
20190606,F,70대,M004_기타요식,15.4,,,
20190606,M,20대,M004_기타요식,594.3,,,
20190606,M,30대,M004_기타요식,551.3,,,
20190606,M,40대,M004_기타요식,497.0,,,
20190606,M,50대,M004_기타요식,308.3,,,
20190606,M,60대,M004_기타요식,88.7,,,
20190606,M,70대,M004_기타요식,21.7,,,
20190607,F,20대,M004_기타요식,666.8,,,
20190607,F,30대,M004_기타요식,449.6,,,
20190607,F,40대,M004_기타요식,455.9,,,
20190607,F,50대,M004_기타요식,264.2,,,
20190607,F,60대,M004_기타요식,64.3,,,
20190607,F,70대,M004_기타요식,14.8,,,
20190607,M,20대,M004_기타요식,597.9,,,
20190607,M,30대,M004_기타요식,552.0,,,
20190607,M,40대,M004_기타요식,484.4,,,
20190607,M,50대,M004_기타요식,310.3,,,
20190607,M,60대,M004_기타요식,89.3,,,
20190607,M,70대,M004_기타요식,21.9,,,
20190608,F,20대,M004_기타요식,728.3,,,
20190608,F,30대,M004_기타요식,519.1,,,
20190608,F,40대,M004_기타요식,515.4,,,
20190608,F,50대,M004_기타요식,293.5,,,
20190608,F,60대,M004_기타요식,72.9,,,
20190608,F,70대,M004_기타요식,15.8,,,
20190608,M,20대,M004_기타요식,680.1,,,
20190608,M,30대,M004_기타요식,659.6,,,
20190608,M,40대,M004_기타요식,574.3,,,
20190608,M,50대,M004_기타요식,348.4,,,
20190608,M,60대,M004_기타요식,102.8,,,
20190608,M,70대,M004_기타요식,25.0,,,
20190609,F,20대,M004_기타요식,604.4,,,
20190609,F,30대,M004_기타요식,406.3,,,
20190609,F,40대,M004_기타요식,403.2,,,
20190609,F,50대,M004_기타요식,244.6,,,
20190609,F,60대,M004_기타요식,61.8,,,
20190609,F,70대,M004_기타요식,13.5,,,
20190609,M,20대,M004_기타요식,603.3,,,
20190609,M,30대,M004_기타요식,558.3,,,
20190609,M,40대,M004_기타요식,462.5,,,
20190609,M,50대,M004_기타요식,288.9,,,
20190609,M,60대,M004_기타요식,85.8,,,
20190609,M,70대,M004_기타요식,20.3,,,
20190610,F,20대,M004_기타요식,655.1,,,
20190610,F,30대,M004_기타요식,369.9,,,
20190610,F,40대,M004_기타요식,350.4,,,
20190610,F,50대,M004_기타요식,228.5,,,
20190610,F,60대,M004_기타요식,58.4,,,
20190610,F,70대,M004_기타요식,14.3,,,
20190610,M,20대,M004_기타요식,558.4,,,
20190610,M,30대,M004_기타요식,442.5,,,
20190610,M,40대,M004_기타요식,365.4,,,
20190610,M,50대,M004_기타요식,257.7,,,
20190610,M,60대,M004_기타요식,80.0,,,
20190610,M,70대,M004_기타요식,20.7,,,
20190611,F,20대,M004_기타요식,710.5,,,
20190611,F,30대,M004_기타요식,420.9,,,
20190611,F,40대,M004_기타요식,398.9,,,
20190611,F,50대,M004_기타요식,252.3,,,
20190611,F,60대,M004_기타요식,63.5,,,
20190611,F,70대,M004_기타요식,15.5,,,
20190611,M,20대,M004_기타요식,587.1,,,
20190611,M,30대,M004_기타요식,487.2,,,
20190611,M,40대,M004_기타요식,406.1,,,
20190611,M,50대,M004_기타요식,282.0,,,
20190611,M,60대,M004_기타요식,84.8,,,
20190611,M,70대,M004_기타요식,22.4,,,
20190612,F,20대,M004_기타요식,706.7,,,
20190612,F,30대,M004_기타요식,430.0,,,
20190612,F,40대,M004_기타요식,404.2,,,
20190612,F,50대,M004_기타요식,253.5,,,
20190612,F,60대,M004_기타요식,63.2,,,
20190612,F,70대,M004_기타요식,15.4,,,
20190612,M,20대,M004_기타요식,586.1,,,
20190612,M,30대,M004_기타요식,494.2,,,
20190612,M,40대,M004_기타요식,418.8,,,
20190612,M,50대,M004_기타요식,284.5,,,
20190612,M,60대,M004_기타요식,86.1,,,
20190612,M,70대,M004_기타요식,22.1,,,
20190613,F,20대,M004_기타요식,726.8,,,
20190613,F,30대,M004_기타요식,436.2,,,
20190613,F,40대,M004_기타요식,416.2,,,
20190613,F,50대,M004_기타요식,260.7,,,
20190613,F,60대,M004_기타요식,66.7,,,
20190613,F,70대,M004_기타요식,15.0,,,
20190613,M,20대,M004_기타요식,593.0,,,
20190613,M,30대,M004_기타요식,500.2,,,
20190613,M,40대,M004_기타요식,426.2,,,
20190613,M,50대,M004_기타요식,290.3,,,
20190613,M,60대,M004_기타요식,88.9,,,
20190613,M,70대,M004_기타요식,22.9,,,
20190614,F,20대,M004_기타요식,717.6,,,
20190614,F,30대,M004_기타요식,465.9,,,
20190614,F,40대,M004_기타요식,455.1,,,
20190614,F,50대,M004_기타요식,265.8,,,
20190614,F,60대,M004_기타요식,67.5,,,
20190614,F,70대,M004_기타요식,15.6,,,
20190614,M,20대,M004_기타요식,617.4,,,
20190614,M,30대,M004_기타요식,555.1,,,
20190614,M,40대,M004_기타요식,481.3,,,
20190614,M,50대,M004_기타요식,312.7,,,
20190614,M,60대,M004_기타요식,92.8,,,
20190614,M,70대,M004_기타요식,23.9,,,
20190615,F,20대,M004_기타요식,743.6,,,
20190615,F,30대,M004_기타요식,516.7,,,
20190615,F,40대,M004_기타요식,540.4,,,
20190615,F,50대,M004_기타요식,303.1,,,
20190615,F,60대,M004_기타요식,75.7,,,
20190615,F,70대,M004_기타요식,16.6,,,
20190615,M,20대,M004_기타요식,698.6,,,
20190615,M,30대,M004_기타요식,672.0,,,
20190615,M,40대,M004_기타요식,595.2,,,
20190615,M,50대,M004_기타요식,375.6,,,
20190615,M,60대,M004_기타요식,106.4,,,
20190615,M,70대,M004_기타요식,25.1,,,
20190616,F,20대,M004_기타요식,660.5,,,
20190616,F,30대,M004_기타요식,427.4,,,
20190616,F,40대,M004_기타요식,416.2,,,
20190616,F,50대,M004_기타요식,249.9,,,
20190616,F,60대,M004_기타요식,62.1,,,
20190616,F,70대,M004_기타요식,13.7,,,
20190616,M,20대,M004_기타요식,676.4,,,
20190616,M,30대,M004_기타요식,589.1,,,
20190616,M,40대,M004_기타요식,476.8,,,
20190616,M,50대,M004_기타요식,303.0,,,
20190616,M,60대,M004_기타요식,88.8,,,
20190616,M,70대,M004_기타요식,20.1,,,
20190617,F,20대,M004_기타요식,665.2,,,
20190617,F,30대,M004_기타요식,395.9,,,
20190617,F,40대,M004_기타요식,367.8,,,
20190617,F,50대,M004_기타요식,238.6,,,
20190617,F,60대,M004_기타요식,61.9,,,
20190617,F,70대,M004_기타요식,14.6,,,
20190617,M,20대,M004_기타요식,558.2,,,
20190617,M,30대,M004_기타요식,463.9,,,
20190617,M,40대,M004_기타요식,380.0,,,
20190617,M,50대,M004_기타요식,262.8,,,
20190617,M,60대,M004_기타요식,81.2,,,
20190617,M,70대,M004_기타요식,21.1,,,
20190618,F,20대,M004_기타요식,633.0,,,
20190618,F,30대,M004_기타요식,389.3,,,
20190618,F,40대,M004_기타요식,375.1,,,
20190618,F,50대,M004_기타요식,239.1,,,
20190618,F,60대,M004_기타요식,61.8,,,
20190618,F,70대,M004_기타요식,15.1,,,
20190618,M,20대,M004_기타요식,528.6,,,
20190618,M,30대,M004_기타요식,461.1,,,
20190618,M,40대,M004_기타요식,391.3,,,
20190618,M,50대,M004_기타요식,271.6,,,
20190618,M,60대,M004_기타요식,82.4,,,
20190618,M,70대,M004_기타요식,21.5,,,
20190619,F,20대,M004_기타요식,662.0,,,
20190619,F,30대,M004_기타요식,419.2,,,
20190619,F,40대,M004_기타요식,400.0,,,
20190619,F,50대,M004_기타요식,250.6,,,
20190619,F,60대,M004_기타요식,63.3,,,
20190619,F,70대,M004_기타요식,14.5,,,
20190619,M,20대,M004_기타요식,552.6,,,
20190619,M,30대,M004_기타요식,489.5,,,
20190619,M,40대,M004_기타요식,415.7,,,
20190619,M,50대,M004_기타요식,283.3,,,
20190619,M,60대,M004_기타요식,87.1,,,
20190619,M,70대,M004_기타요식,22.4,,,
20190620,F,20대,M004_기타요식,684.5,,,
20190620,F,30대,M004_기타요식,440.6,,,
20190620,F,40대,M004_기타요식,419.1,,,
20190620,F,50대,M004_기타요식,257.3,,,
20190620,F,60대,M004_기타요식,65.6,,,
20190620,F,70대,M004_기타요식,15.4,,,
20190620,M,20대,M004_기타요식,570.0,,,
20190620,M,30대,M004_기타요식,505.4,,,
20190620,M,40대,M004_기타요식,431.7,,,
20190620,M,50대,M004_기타요식,290.4,,,
20190620,M,60대,M004_기타요식,90.4,,,
20190620,M,70대,M004_기타요식,22.6,,,
20190621,F,20대,M004_기타요식,693.8,,,
20190621,F,30대,M004_기타요식,474.2,,,
20190621,F,40대,M004_기타요식,461.7,,,
20190621,F,50대,M004_기타요식,267.2,,,
20190621,F,60대,M004_기타요식,67.5,,,
20190621,F,70대,M004_기타요식,16.0,,,
20190621,M,20대,M004_기타요식,601.1,,,
20190621,M,30대,M004_기타요식,557.7,,,
20190621,M,40대,M004_기타요식,488.2,,,
20190621,M,50대,M004_기타요식,317.2,,,
20190621,M,60대,M004_기타요식,93.9,,,
20190621,M,70대,M004_기타요식,22.7,,,
20190622,F,20대,M004_기타요식,726.6,,,
20190622,F,30대,M004_기타요식,528.4,,,
20190622,F,40대,M004_기타요식,530.5,,,
20190622,F,50대,M004_기타요식,293.1,,,
20190622,F,60대,M004_기타요식,74.3,,,
20190622,F,70대,M004_기타요식,16.3,,,
20190622,M,20대,M004_기타요식,683.6,,,
20190622,M,30대,M004_기타요식,672.1,,,
20190622,M,40대,M004_기타요식,583.9,,,
20190622,M,50대,M004_기타요식,359.3,,,
20190622,M,60대,M004_기타요식,103.4,,,
20190622,M,70대,M004_기타요식,24.7,,,
20190623,F,20대,M004_기타요식,637.8,,,
20190623,F,30대,M004_기타요식,439.1,,,
20190623,F,40대,M004_기타요식,432.0,,,
20190623,F,50대,M004_기타요식,253.2,,,
20190623,F,60대,M004_기타요식,64.6,,,
20190623,F,70대,M004_기타요식,13.8,,,
20190623,M,20대,M004_기타요식,633.9,,,
20190623,M,30대,M004_기타요식,601.2,,,
20190623,M,40대,M004_기타요식,496.8,,,
20190623,M,50대,M004_기타요식,307.0,,,
20190623,M,60대,M004_기타요식,88.7,,,
20190623,M,70대,M004_기타요식,20.7,,,
20190624,F,20대,M004_기타요식,598.0,,,
20190624,F,30대,M004_기타요식,401.9,,,
20190624,F,40대,M004_기타요식,374.1,,,
20190624,F,50대,M004_기타요식,233.6,,,
20190624,F,60대,M004_기타요식,60.8,,,
20190624,F,70대,M004_기타요식,14.5,,,
20190624,M,20대,M004_기타요식,523.2,,,
20190624,M,30대,M004_기타요식,473.9,,,
20190624,M,40대,M004_기타요식,388.3,,,
20190624,M,50대,M004_기타요식,260.8,,,
20190624,M,60대,M004_기타요식,80.9,,,
20190624,M,70대,M004_기타요식,20.7,,,
20190625,F,20대,M004_기타요식,629.1,,,
20190625,F,30대,M004_기타요식,437.3,,,
20190625,F,40대,M004_기타요식,406.0,,,
20190625,F,50대,M004_기타요식,250.1,,,
20190625,F,60대,M004_기타요식,65.2,,,
20190625,F,70대,M004_기타요식,15.3,,,
20190625,M,20대,M004_기타요식,535.6,,,
20190625,M,30대,M004_기타요식,498.8,,,
20190625,M,40대,M004_기타요식,422.3,,,
20190625,M,50대,M004_기타요식,285.0,,,
20190625,M,60대,M004_기타요식,88.0,,,
20190625,M,70대,M004_기타요식,23.3,,,
20190626,F,20대,M004_기타요식,593.1,,,
20190626,F,30대,M004_기타요식,405.5,,,
20190626,F,40대,M004_기타요식,390.7,,,
20190626,F,50대,M004_기타요식,237.0,,,
20190626,F,60대,M004_기타요식,61.1,,,
20190626,F,70대,M004_기타요식,14.5,,,
20190626,M,20대,M004_기타요식,507.1,,,
20190626,M,30대,M004_기타요식,475.1,,,
20190626,M,40대,M004_기타요식,407.2,,,
20190626,M,50대,M004_기타요식,272.9,,,
20190626,M,60대,M004_기타요식,84.4,,,
20190626,M,70대,M004_기타요식,21.0,,,
20190627,F,20대,M004_기타요식,619.3,,,
20190627,F,30대,M004_기타요식,435.3,,,
20190627,F,40대,M004_기타요식,411.8,,,
20190627,F,50대,M004_기타요식,247.8,,,
20190627,F,60대,M004_기타요식,64.3,,,
20190627,F,70대,M004_기타요식,15.6,,,
20190627,M,20대,M004_기타요식,532.9,,,
20190627,M,30대,M004_기타요식,504.7,,,
20190627,M,40대,M004_기타요식,431.8,,,
20190627,M,50대,M004_기타요식,285.2,,,
20190627,M,60대,M004_기타요식,88.5,,,
20190627,M,70대,M004_기타요식,22.7,,,
20190628,F,20대,M004_기타요식,661.2,,,
20190628,F,30대,M004_기타요식,479.6,,,
20190628,F,40대,M004_기타요식,462.7,,,
20190628,F,50대,M004_기타요식,265.5,,,
20190628,F,60대,M004_기타요식,66.9,,,
20190628,F,70대,M004_기타요식,16.2,,,
20190628,M,20대,M004_기타요식,578.9,,,
20190628,M,30대,M004_기타요식,565.5,,,
20190628,M,40대,M004_기타요식,497.0,,,
20190628,M,50대,M004_기타요식,317.7,,,
20190628,M,60대,M004_기타요식,96.0,,,
20190628,M,70대,M004_기타요식,23.9,,,
20190629,F,20대,M004_기타요식,655.5,,,
20190629,F,30대,M004_기타요식,467.6,,,
20190629,F,40대,M004_기타요식,481.0,,,
20190629,F,50대,M004_기타요식,268.7,,,
20190629,F,60대,M004_기타요식,68.2,,,
20190629,F,70대,M004_기타요식,15.8,,,
20190629,M,20대,M004_기타요식,625.3,,,
20190629,M,30대,M004_기타요식,607.5,,,
20190629,M,40대,M004_기타요식,536.0,,,
20190629,M,50대,M004_기타요식,332.1,,,
20190629,M,60대,M004_기타요식,98.0,,,
20190629,M,70대,M004_기타요식,23.8,,,
20190630,F,20대,M004_기타요식,608.6,,,
20190630,F,30대,M004_기타요식,418.8,,,
20190630,F,40대,M004_기타요식,405.2,,,
20190630,F,50대,M004_기타요식,237.9,,,
20190630,F,60대,M004_기타요식,62.4,,,
20190630,F,70대,M004_기타요식,14.5,,,
20190630,M,20대,M004_기타요식,607.2,,,
20190630,M,30대,M004_기타요식,572.0,,,
20190630,M,40대,M004_기타요식,469.8,,,
20190630,M,50대,M004_기타요식,288.4,,,
20190630,M,60대,M004_기타요식,86.2,,,
20190630,M,70대,M004_기타요식,20.5,,,
20190701,F,20대,M004_기타요식,592.2,,,
20190701,F,30대,M004_기타요식,391.8,,,
20190701,F,40대,M004_기타요식,368.8,,,
20190701,F,50대,M004_기타요식,226.9,,,
20190701,F,60대,M004_기타요식,60.6,,,
20190701,F,70대,M004_기타요식,15.0,,,
20190701,M,20대,M004_기타요식,520.0,,,
20190701,M,30대,M004_기타요식,463.7,,,
20190701,M,40대,M004_기타요식,385.2,,,
20190701,M,50대,M004_기타요식,259.5,,,
20190701,M,60대,M004_기타요식,81.4,,,
20190701,M,70대,M004_기타요식,21.6,,,
20190702,F,20대,M004_기타요식,630.0,,,
20190702,F,30대,M004_기타요식,429.5,,,
20190702,F,40대,M004_기타요식,413.8,,,
20190702,F,50대,M004_기타요식,245.8,,,
20190702,F,60대,M004_기타요식,65.4,,,
20190702,F,70대,M004_기타요식,16.1,,,
20190702,M,20대,M004_기타요식,538.7,,,
20190702,M,30대,M004_기타요식,492.5,,,
20190702,M,40대,M004_기타요식,425.0,,,
20190702,M,50대,M004_기타요식,279.5,,,
20190702,M,60대,M004_기타요식,88.9,,,
20190702,M,70대,M004_기타요식,22.9,,,
20190703,F,20대,M004_기타요식,622.6,,,
20190703,F,30대,M004_기타요식,429.5,,,
20190703,F,40대,M004_기타요식,417.4,,,
20190703,F,50대,M004_기타요식,246.6,,,
20190703,F,60대,M004_기타요식,63.4,,,
20190703,F,70대,M004_기타요식,15.9,,,
20190703,M,20대,M004_기타요식,527.7,,,
20190703,M,30대,M004_기타요식,498.8,,,
20190703,M,40대,M004_기타요식,433.1,,,
20190703,M,50대,M004_기타요식,286.5,,,
20190703,M,60대,M004_기타요식,87.2,,,
20190703,M,70대,M004_기타요식,22.9,,,
20190704,F,20대,M004_기타요식,641.0,,,
