,시설명,전체주소
6071,한국씨니어연합노인복지센터,서울시동작구 대방동 344번지 1호 경준빌딩
6072,송파노인복지센터,서울시송파구 송파1동 13번지 15호 신원빌딩 2층
6073,감사하는사람들,서울시영등포구 대림제1동 986번지 101호
6074,해피안방문요양센터,서울시은평구 구산동 7번지 54호
6075,청운실버센터,서울시종로구 청운효자동 89번지 12호
6076,북서울노인복지센터,서울시중구 신당제5동 112번지 5호 15통 6반 지하1층
6077,중랑재가노인복지센터,서울시중랑구 망우본동 465번지 4호 4층
6078,기둥재가노인복지센터,서울시중랑구 면목제7동 341번지 14호 2층
6079,중랑사랑재가노인복지센터,서울시중랑구 묵제1동 244번지 109호
6080,아비스노인복지센터,서울시강남구 대치제4동 907번지 한협빌딩 4층호
6081,영산강남노인복지센터,서울시강남구 역삼동 707번지 36호
6082,섬김가정봉사원파견센터,서울시강서구 염창동 272번지 13호
6083,광진어르신복지센터,서울시광진구 구의동 30번지 25호
6084,가람노인복지센터,서울시구로구 개봉동 459번지 10호
6085,소망재가노인복지센터,서울시구로구 고척동 337번지
6086,에덴실버센터,서울시금천구 가산동 149번지 51호
6087,새서울노인복지센터,서울시노원구 상계2동 323번지 9호
6088,동서울노인복지센터,서울시성동구 왕십리제1동 517번지 2호
6089,한겨레실버센터,서울시성동구 왕십리동 132번지
6090,엘림노인복지원,서울시송파구 거여1동 23번지 7호 2층
6091,수실버간호센터,서울시송파구 마천2동 75번지 7호
6092,그린리버노인복지센터,서울시송파구 마천2동 51번지 6호 4층
6093,은빛노인요양전문기관,서울시송파구 마천2동 5번지 16호
6094,송파한국노인복지센터,서울시송파구 방이1동 211번지 3호
6095,영등포재가노인복지센터,서울시영등포구 대림제3동 807번지 9호 
6096,대길홈케어센터,서울시영등포구 신길제1동 466번지 3호
6097,소망방문요양복지센터,서울시영등포구 양평제2동 105번지 2호
6098,영등포노인복지센터,서울시영등포구 양평제1동 36번지
6099,감사하는사람들,서울시영등포구 대림제1동 986번지 101호
6100,성우회,서울시은평구 불광3동 480-63
6101,섭리의 집,서울시금천구 시흥동 420-5
6102,한울타리사람들,서울시영등포구 영등포동 620-356
6103,청남노인공동생활가정,서울시동작구 상도동 572
6104,항서,서울시구로구 항동 160
6105,청운노인요양원,서울시종로구 구기동 216
6106,독립문,서울시 서대문구 홍제동 23-9
6107,북가좌2동노인복지센터,서울시 서대문구 북가좌동5-106
6108,목동교회노인교실,서울시 양천구 목2동 315-50(1호)
6109,등촌교회노인교실,서울시 양천구 목3동 626-19
6110,사랑노인교실,서울시 양천구 신월2동 509-8
6111,소명교회노인교실,서울시 양천구 신월2동 493-18
6112,신정교회노인교실,서울시 양천구 신월4동 519-1
6113,방주교회노인교실,서울시 양천구 신정1동 311-11
6114,목민교회노인교실,서울시 양천구 신정3동 1191-5
6115,푸른노인교실,서울시 양천구 신정3동 761-82
6116,요셉노인교실,서울시 양천구 신정4동 975-1
6117,제자교회노인교실,서울시 양천구 신정6동 318-9
6118,까치산,서울시 강서구 화곡본동105-456
6119,성지,서울시 강서구 가양동1479-3
6120,성산,서울시 강서구 방화동614-57
6121,하상,서울시 강서구 화곡동883-9
6122,등촌제일교회,서울시 강서구 등촌동643-9
6123,평생대학,서울시 강서구 등촌동636-48
6124,발음,서울시 강서구 내발산동709-8
6125,개봉,서울시 구로구 개봉본동141-52
6126,영등포,서울시 영등포구 영등포동3가18
6127,흑석제일교회,서울시 동작구 흑석동80-3
6128,삼광,서울시 동작구 사당1동1002-18
6129,성가정,서울시 동작구 상도동 34-1
6130,관악노인교실,서울시 관악구 봉천동 1660-4
6131,천주교신림동교회,서울시 관악구 신림본동9-32 천주교신림동교회 내
6132,서울실버,서울시 관악구 봉천7동 291-1 순복음교회 내
6133,성림,서울시 관악구 신림10동 808-120 성림교회 내
6134,반포,서울시 서초구 반포본동 1189
6135,효성,서울시 서초구 방배동 889-5
6136,수표교,서울시 서초구 서초동 1488-2
6137,까리따스실버,서울시 서초구 방배동 3274-3
6138,석문,서울시 서초구 서초동 1634-1
6139,시온,서울시 서초구 방배동 332-1
6140,요셉,서울시 서초구 방배동 256-1
6141,기로,서울시 서초구 반포동 4-1
6142,광림,서울시 강남구 신사동571-2
6143,강남시니어,서울시 강남구 논현동240-17(중앙침례교회)
6144,압구정여류,서울시 강남구 신사동 592-4 이가빌딩 
6145,강남,서울시 강남구 청담동 40-33 노인회
6146,삼성동성당,서울시 강남구 삼성동45-2
6147,묘동,서울시 강남구 대치동1015-8
6148,충효정,서울시송파구 거여2동산71
6149,갈현성당,서울시 은평구 갈현동428-3
6150,서울서교회늘푸른교실,서울시 은평구 갈현동444-7
6151,서울중앙,서울시 은평구 역촌동56-12
6152,노후복지센터,서울시 서대문구 대현동90-17
6153,홍제,서울시 서대문구 홍제동301-6
6154,요셉,서울시 서대문구 남가좌동155-29
6155,연희,서울시 서대문구 연희동301-1
6156,염리삼성제2경로당,서울시마포구 염리동 519
6157,염산은빛,서울시마포구 염리동 14-18
6158,삼성(A)제2단지,서울시마포구 창전동 437-1
6159,신촌태영데시앙@,서울시마포구 창전동439
6160,당인,서울시마포구 당인동 28-14
6161,신교,서울시마포구 서교동 451-1 지층2호
6162,희우,서울시마포구 합정동 432-15
6163,양화진,서울시마포구 합정동 376-29
6164,오칠,서울시마포구 망원1동 57-140
6165,서림,서울시마포구 망원1동 459-16
6166,망원휴먼빌,서울시마포구 망원2동 509
6167,연남동,서울시마포구 연남동 258-10
6168,연동,서울시마포구 연남동 223-91
6169,샛터,서울시마포구 성산2동 200-79
6170,무리울새마을,서울시마포구 성산2동 산41-2
6171,연    지,서울시강서구 화곡6동 1121-19
6172,미성(아),서울시강서구 화곡8동 409-248
6173,강서월드메르디앙(아),서울시강서구 우장산동 659-1
6174,내 발 산,서울시강서구 우장산동(내발산동) 671-30
6175,봉 바 위,서울시강서구 우장산동 1061-36
6176,우장산힐스테이트,서울시강서구 우장산동 657
6177,가양2단지 (아),서울시강서구 가양1동 1461
6178,마     곡,서울시강서구 가양1동 326-32
6179,마곡벽산 (아),서울시강서구 가양1동 429
6180,마곡신안 (아),서울시강서구 마곡동 422
6181,한     강  (아),서울시강서구 가양1동 1460
6182,한보구암 (아),서울시강서구 가양1동 1495
6183,한솔솔파크(아),서울시강서구 가양1동 716
6184,대림경동 (아),서울시강서구 가양2동 1474
6185,가양7종합사회복지관(정우),서울시강서구 가양3동 1486
6186,가양9-2단지(청송) (아),서울시강서구 가양3동 1490
6187,창방경로당,서울시동대문구 전농동 679-3
6188,아름숲@경로당,서울시동대문구 전농동 688
6189,답십리한화@경로당,서울시동대문구 답십리동 994
6190,답십리두산위브@경로당,서울시동대문구 답십리동 998
6191,현대ⓐ경로당,서울시동대문구 장안동 95-1
6192,홍릉동부@경로당,서울시동대문구 청량리 212
6193,보림경로당(구.휘경1동분회경로당),서울시동대문구 휘경동 179-9 외 3
6194,주공14단지아파트,서울시금천구 독산동 1088
6195,금천현대아파트,서울시금천구 독산동 711-2
6196,계룡아파트,서울시금천구 독산동 332-14
6197,진도3차아파트,서울시금천구 독산동 1136
6198,해가든아파트,서울시금천구 독산동 1143
6199,산복,서울시금천구 시흥동 1010
6200,벽산타운,서울시금천구 시흥동 1013
6201,중앙하이츠빌라,서울시금천구 시흥동 1005
6202,삼익아파트,서울시금천구 시흥동 1008
6203,건영아파트,서울시금천구 시흥동 384-12
6204,신도브레뉴아파트,서울시금천구 시흥동 1017
6205,영2동로타리,서울시영등포구 영등포동5가 20
6206,경남(아),서울시영등포구 영등포동7가 46-1
6207,구립시범(아),서울시영등포구 여의도동 50-2
6208,삼부(아),서울시영등포구 여의도동 30-3
6209,구립당1,서울시영등포구 당산1가 223-18
6210,구립당산3가,서울시영등포구 당산3가 410
6211,한양(아),서울시영등포구 당산3가 2-6
6212,진로(아),서울시영등포구 당산1가 16-1
6213,동부센트레빌,서울시영등포구 당산3가561
6214,당산코오롱(아),서울시영등포구 당산동1가 9-1
6215,신동아파밀리아(아),서울시영등포구 당산동1가 457
6216,유원제2(아),서울시영등포구 당산5가 7-2
6217,삼성1차(아),서울시영등포구 당산동374
6218,보람아파트,서울시노원구 상계9동 685
6219,주공14단지,서울시노원구 상계9동 626
6220,주공7단지,서울시노원구 상계10동 692
6221,독산1동 복지관,서울시금천구 독산동 1010
6222,신동아 우리@,서울시동작구 노량진1동 327
6223,상도동 살피재 경로당,서울시동작구 상도1동 126-8
6224,낙원,서울시동작구 상도2동 28-24
6225,대방,서울시동작구 대방동 20-90
6226,대방e-편한@,서울시동작구 대방동 508
6227,101경로당,서울시관악구 봉천동 492-7
6228,서림경로당,서울시관악구 신림동 103-141
6229,서초구립 서초2동,서울시서초구 서초1357-48
6230,서초구립 예술의마을,서울시서초구 서초1455-4
6231,서초래미안(아),서울시서초구 서초1682
6232,롯데캐슬클래식(아)경희회관,서울시서초구 서초1312-3
6233,서초구립 잠원동,서울시서초구 잠원7-9
6234,대치 I-PARK,서울시강남구 대치동 888
6235,쌍용 제1차@,서울시강남구 대치2동 66
6236,대치포스코더？,서울시강남구 대치4동 903
6237,대림@,서울시강남구 도곡1동 960
6238,독구리,서울시강남구 도곡1동 161 삼성＠ 상가2층
6239,역말,서울시강남구 도곡1동 542-7 성원빌라 가101호
6240,역삼럭키@,서울시강남구 도곡1동 963
6241,역삼우성@,서울시강남구 도곡1동 934-10
6242,한신@,서울시강남구 도곡1동 895-8
6243,대림아크로빌@,서울시강남구 도곡2동 대림아크로빌A동 406호
6244,미성@,서울시강남구 압구정동 408
6245,신현대@,서울시강남구 압구정동 426
6246,진성경로당(구,서울시 nan nan
6247,삼성래미안@경로당,서울시동대문구 이문동 425
6248,이문경로당,서울시동대문구 이문동 284-7
6249,고황경로당,서울시동대문구 이문동 264-181
6250,신이문경로당(구.이문3동분회경로당),서울시동대문구 이문동 256-137
6251,섬들경로당,서울시중랑구 면목본동 100-65
6252,면목본동경로당,서울시중랑구 면목본동 109-55
6253,은행길경로당,서울시중랑구 면목본동 104-21
6254,면목마젤란APT경로당,서울시중랑구 면목본동 1531
6255,풍림아파트경로당,서울시중랑구 면목2동 1514
6256,경성경로당,서울시중랑구 면목3
6257,신우경로당,서울시중랑구 면목5동 1518
6258,서촌경로당,서울시중랑구 상봉1동 27
6259,중화한신아파트,서울시중랑구 중화1동 450
6260,신안2차APT경로당,서울시중랑구 묵1동 382
6261,신원금호APT경로당,서울시중랑구 망우본동 573
6262,해모르APT아파트,서울시중랑구 망우본동 578
6263,라이프미성경로당,서울시중랑구 신내1동 487
6264,동성3차APT경로당,서울시중랑구 신내1동 618
6265,동성APT경로당,서울시중랑구 신내1동 397
6266,동성4차APT경로당,서울시중랑구 신내1동 591
6267,석탑APT경로당,서울시중랑구 신내1동 787
6268,6단지APT경로당,서울시중랑구 신내2동 650
6269,문바위,서울시성북구 정릉동 290-40
6270,돈암1동 현대아),서울시성북구 돈암동 5 현대아)1-3
6271,돈암1동 풍림아)제2,서울시성북구 돈암동 83-52 106동 제2관리소
6272,돈암1동 삼성아)제1,서울시성북구 돈암동 15-1호 106동 옆 관리소
6273,돈암1동 삼성아)제2,서울시성북구 돈암동 15-2호 제2관리동내
6274,동선경로당,서울시성북구 동선동3가 40-4
